season,week,player_id,rec_td,rec_yards,rec
2016,1,5132,0.1,7.2,0.7
2016,1,5156,0.3,56.2,5.2
2016,1,5165,0,4,0.4
2016,1,5174,0,18.8,2.5
2016,1,5180,0,0,0
2016,1,5214,0,0,0
2016,1,5277,0,0,0
2016,1,5358,0.1,15.6,1.5
2016,1,5374,0,0,0
2016,1,5398,0.1,22.6,3
2016,1,5438,0,0,0
2016,1,5440,0,0,0
2016,1,5443,0,0,0
2016,1,5481,0,0,0
2016,1,5526,0,0,0
2016,1,5534,0,0,0
2016,1,5537,0,12.6,1.9
2016,1,5546,0.1,12.7,1.2
2016,1,5547,0.4,65.6,5.3
2016,1,5549,0.6,72.8,5.3
2016,1,5561,0,0,0
2016,1,5564,0,0,0
2016,1,5567,0,0,0
2016,1,5585,0.3,67.1,5.7
2016,1,5595,0.4,10.4,1
2016,1,5602,0.2,37.9,3.2
2016,1,5606,0.3,57.9,4.4
2016,1,5609,0,0,0
2016,1,5611,0.5,66.8,5.1
2016,1,5612,0.1,6.4,0.6
2016,1,5617,0,0,0
2016,1,5619,0.3,35.3,2.9
2016,1,5625,0,0,0
2016,1,5631,0,0,0
2016,1,5638,0,12.2,1.3
2016,1,5642,0,0,0
2016,1,5648,0,0,0
2016,1,5655,0,0,0
2016,1,5677,0,0,0
2016,1,5716,0,13.6,1.9
2016,1,5718,0.7,110.9,8
2016,1,5722,0,0,0
2016,1,5729,0,0,0
2016,1,5745,0.1,2.3,0.7
2016,1,5756,0,6.7,0.7
2016,1,5795,0,5.2,0.5
2016,1,5817,0,0,0
2016,1,5827,0.2,29.9,2.5
2016,1,5861,0,0,0
2016,1,5863,0,2.8,0.4
2016,1,5887,0,0,0
2016,1,6007,0,0,0
2016,1,6125,0.1,28,2.5
2016,1,6139,0,0,0
2016,1,6142,0,1.7,0.3
2016,1,6152,0,0,0
2016,1,6153,0,0,0
2016,1,6156,0.5,77.9,5.6
2016,1,6158,0.7,107.8,7.8
2016,1,6162,0,0,0
2016,1,6164,0,0,0
2016,1,6180,0.1,24,3.2
2016,1,6187,0,0,0
2016,1,6188,0,0,0
2016,1,6195,0.2,32.9,3.2
2016,1,6199,0.1,28.8,2.5
2016,1,6208,0.2,29.6,3.1
2016,1,6210,0.3,54.6,3.6
2016,1,6211,0,0,0
2016,1,6214,0,0,0
2016,1,6216,0.5,66,5.2
2016,1,6221,0,0,0
2016,1,6223,0,15.5,2.1
2016,1,6225,0,0,0
2016,1,6226,0,0,0
2016,1,6231,0,0,0
2016,1,6254,0.3,37.2,2.9
2016,1,6256,0,3.8,0.6
2016,1,6264,0,9.5,0.7
2016,1,6266,0.1,14.9,1.3
2016,1,6277,0,5.6,0.6
2016,1,6278,0,21.6,2.8
2016,1,6281,0.3,43.1,3.7
2016,1,6288,0,2.6,0.4
2016,1,6297,0,0,0
2016,1,6301,0,0,0
2016,1,6305,0.1,21,2
2016,1,6307,0.3,12.5,1.3
2016,1,6311,0.1,6.1,0.6
2016,1,6319,0,0,0
2016,1,6326,0.3,38.2,3.4
2016,1,6328,0.1,16.5,1.5
2016,1,6330,0.1,9.7,0.8
2016,1,6332,0,0,0
2016,1,6335,0,3.9,0.6
2016,1,6356,0.2,25.5,3.1
2016,1,6363,0,0,0
2016,1,6425,0,0,0
2016,1,6432,0,6.7,0.9
2016,1,6440,0,14.9,2.1
2016,1,6468,0.2,36.7,3.3
2016,1,6469,0,0,0
2016,1,6476,0,0,0
2016,1,6489,0.1,15.9,1.1
2016,1,6564,0,0,0
2016,1,6595,0,3.3,0.4
2016,1,6597,0.1,24.7,1.8
2016,1,6615,0.5,67.1,4.8
2016,1,6671,0.3,46.5,3.6
2016,1,6749,0,0,0
2016,1,6796,0,0,0
2016,1,6820,0,0,0
2016,1,6860,0,0,0
2016,1,6892,0,1.2,0.1
2016,1,6944,0.2,36.4,2.7
2016,1,6988,0,0,0
2016,1,6997,0,5.7,0.7
2016,1,7007,0,0,0
2016,1,7008,0,0,0
2016,1,7014,0,0,0
2016,1,7019,0.4,66.1,4.2
2016,1,7026,0,0,0
2016,1,7028,0,0,0
2016,1,7035,0,15.4,2
2016,1,7037,0.1,16.6,1.3
2016,1,7038,0.5,54.2,4.6
2016,1,7047,0,0,0
2016,1,7048,0.4,73.5,5.3
2016,1,7053,0,0,0
2016,1,7059,0,0,0
2016,1,7065,0,0,0
2016,1,7066,0.4,38.6,3.3
2016,1,7069,0,0,0
2016,1,7070,0,0,0
2016,1,7071,0,0,0
2016,1,7077,0,0,0
2016,1,7084,0.3,45.3,3.9
2016,1,7085,0,0,0
2016,1,7089,0,0,0
2016,1,7092,0.5,77.7,5
2016,1,7096,0,0,0
2016,1,7097,0.1,18.8,2.4
2016,1,7100,0.2,44.9,3.2
2016,1,7102,0,0,0
2016,1,7106,0,7.9,1
2016,1,7110,0,0,0
2016,1,7116,0,0,0
2016,1,7118,0,0,0
2016,1,7121,0,0,0
2016,1,7128,0.1,8.2,0.7
2016,1,7154,0,0,0
2016,1,7158,0.3,62.4,4.6
2016,1,7163,0,0,0
2016,1,7165,0,5.2,0.9
2016,1,7167,0,0,0
2016,1,7175,0,1.9,0.2
2016,1,7179,0,0,0
2016,1,7211,0.3,46,3.6
2016,1,7216,0,0,0
2016,1,7233,0,0.9,0.2
2016,1,7274,0.1,15.5,1.4
2016,1,7277,0,0,0
2016,1,7278,0,0,0
2016,1,7285,0,0,0
2016,1,7305,0,0,0
2016,1,7306,0,0.5,0.1
2016,1,7323,0,0,0
2016,1,7324,0,3.1,0.3
2016,1,7330,0.2,30.2,2.8
2016,1,7332,0,12.3,1.3
2016,1,7351,0,0,0
2016,1,7361,0,0,0
2016,1,7363,0,0,0
2016,1,7393,0,0,0
2016,1,7406,0,0,0
2016,1,7416,0,15.6,1.3
2016,1,7423,0,0,0
2016,1,7428,0.3,38.3,2.9
2016,1,7457,0,5.2,0.5
2016,1,7466,0,0,0
2016,1,7469,0,11.7,1.5
2016,1,7472,0,9.7,0.9
2016,1,7481,0,0,0
2016,1,7486,0,0,0
2016,1,7511,0,1.8,0.3
2016,1,7513,0,5.3,0.4
2016,1,7515,0,0.9,0.1
2016,1,7516,0,0,0
2016,1,7533,0,0,0
2016,1,7572,0,5.2,0.6
2016,1,7585,0,3.7,0.5
2016,1,7604,0,0,0
2016,1,7605,0,3.7,0.3
2016,1,7610,0,0,0
2016,1,7618,0,0,0
2016,1,7638,0.1,20.3,1.9
2016,1,7639,0,1.1,0.2
2016,1,7655,0,0,0
2016,1,7666,0,0,0
2016,1,7764,0,0,0
2016,1,7789,0.2,42.5,3.8
2016,1,7797,0,0,0
2016,1,7802,0,0,0
2016,1,7808,0.6,91.4,6.4
2016,1,7810,0,3.4,0.3
2016,1,7815,0,8.2,0.7
2016,1,7816,0.3,48.2,4.3
2016,1,7818,0.1,30.6,3.7
2016,1,7820,0,0,0
2016,1,7822,0.2,36.7,3.1
2016,1,7828,0.1,7.9,0.8
2016,1,7829,0,0,0
2016,1,7836,0.3,30.8,2.7
2016,1,7840,0,0,0
2016,1,7842,0,16.8,2
2016,1,7843,0,9.4,1.2
2016,1,7844,0.4,65.1,5.5
2016,1,7854,0,0,0
2016,1,7855,0.3,38.3,2.5
2016,1,7857,0.4,74,6.3
2016,1,7858,0,0,0
2016,1,7859,0.1,12.8,0.9
2016,1,7860,0,0,0
2016,1,7866,0.5,62.5,5.7
2016,1,7873,0,0,0
2016,1,7876,0.1,3.2,0.3
2016,1,7878,0,3.7,0.4
2016,1,7880,0,0,0
2016,1,7884,0,0,0
2016,1,7888,0.1,12.2,1.2
2016,1,7892,0,0,0
2016,1,7897,0,0,0
2016,1,7910,0.1,29.5,2.5
2016,1,7912,0,9.2,1.1
2016,1,7915,0,5.3,0.8
2016,1,7917,0,5.2,0.8
2016,1,7922,0,0,0
2016,1,7926,0.2,42.5,3.3
2016,1,7936,0.1,21.7,2.9
2016,1,7940,0.2,16.2,1.4
2016,1,7943,0.1,8,0.7
2016,1,7946,0,5.2,0.8
2016,1,7948,0,0,0
2016,1,7953,0,0,0
2016,1,7958,0,0,0
2016,1,7962,0,15.7,2.2
2016,1,7963,0,2.5,0.4
2016,1,7965,0,0,0
2016,1,7968,0,9.8,1
2016,1,7970,0,0,0
2016,1,7971,0,3.5,0.4
2016,1,7975,0,10.8,1.6
2016,1,7978,0,0,0
2016,1,7980,0.2,39.7,4.6
2016,1,7982,0.2,22.4,2
2016,1,7983,0,0,0
2016,1,7991,0.1,15.6,1
2016,1,7993,0,0,0
2016,1,7997,0,0,0
2016,1,7998,0.1,25.1,1.9
2016,1,8003,0,0,0
2016,1,8004,0,0,0
2016,1,8005,0,0,0
2016,1,8013,0,0,0
2016,1,8017,0,0,0
2016,1,8019,0,4.7,0.4
2016,1,8020,0,0,0
2016,1,8032,0,0,0
2016,1,8037,0,0,0
2016,1,8061,0,0,0
2016,1,8063,0,0,0
2016,1,8083,0,0,0
2016,1,8089,0,0,0
2016,1,8101,0,15,2.1
2016,1,8103,0,0,0
2016,1,8118,0,0,0
2016,1,8123,0,0,0
2016,1,8126,0,0,0
2016,1,8128,0.1,7.7,0.6
2016,1,8156,0,0.4,0.1
2016,1,8165,0,0,0
2016,1,8200,0.4,13.2,1.4
2016,1,8214,0,0,0
2016,1,8216,0,0,0
2016,1,8236,0,0,0
2016,1,8243,0,0,0
2016,1,8250,0,0,0
2016,1,8254,0,2.2,0.2
2016,1,8283,0,19.5,2.5
2016,1,8286,0,2.7,0.4
2016,1,8288,0.1,9.9,0.8
2016,1,8313,0,0,0
2016,1,8328,0,0,0
2016,1,8353,0,0,0
2016,1,8374,0,0,0
2016,1,8390,0,0,0
2016,1,8392,0,0,0
2016,1,8420,0,4.2,0.4
2016,1,8437,0,0,0
2016,1,8438,0,1,0.2
2016,1,8440,0,0,0
2016,1,8449,0,0,0
2016,1,8454,0,0,0
2016,1,8495,0,0,0
2016,1,8507,0,0,0
2016,1,8514,0,0,0
2016,1,8520,0.1,11.7,1.3
2016,1,8524,0.4,6.6,0.8
2016,1,8547,0,5.1,0.8
2016,1,8549,0.2,16.4,1.5
2016,1,8557,0,0,0
2016,1,8576,0,0,0
2016,1,8638,0,0,0
2016,1,8639,0.5,73.2,4.7
2016,1,8642,0.5,75.1,5
2016,1,8645,0.4,43.2,3.9
2016,1,8647,0.7,92.4,6.6
2016,1,8655,0.5,69.9,5.3
2016,1,8663,0.4,47.9,3.5
2016,1,8667,0,0,0
2016,1,8671,0,0,0
2016,1,8673,0.2,25.8,1.9
2016,1,8674,0.1,20.7,1.8
2016,1,8677,0.4,58.3,4.5
2016,1,8680,0.1,15.7,1.3
2016,1,8684,0,0,0
2016,1,8687,0.1,5.4,0.5
2016,1,8688,0.2,30.6,2.5
2016,1,8689,0,0,0
2016,1,8690,0,7,1.1
2016,1,8691,0.1,12.1,1.1
2016,1,8692,0,13.5,2
2016,1,8696,0.5,79.6,5.2
2016,1,8697,0,0,0
2016,1,8698,0.4,64.3,6.2
2016,1,8700,0.1,11.2,1.2
2016,1,8704,0.1,26.1,3
2016,1,8710,0,0,0
2016,1,8721,0.1,13.2,1.2
2016,1,8725,0.5,67.4,5.2
2016,1,8726,0.3,57.6,3.9
2016,1,8729,0,3.6,0.6
2016,1,8731,0,15.1,1.9
2016,1,8732,0,0,0
2016,1,8733,0.1,16.2,1.5
2016,1,8734,0.2,34.5,3.1
2016,1,8738,0.2,32.8,4
2016,1,8741,0,0,0
2016,1,8748,0,0,0
2016,1,8750,0,0,0
2016,1,8752,0,2.6,0.3
2016,1,8753,0,0,0
2016,1,8755,0,0,0
2016,1,8758,0,0,0
2016,1,8759,0,0,0
2016,1,8765,0.2,39.9,4.5
2016,1,8770,0,0,0
2016,1,8773,0,0,0
2016,1,8777,0.1,13.8,1.2
2016,1,8781,0,0,0
2016,1,8790,0,0,0
2016,1,8798,0,0,0
2016,1,8799,0,0,0
2016,1,8811,0.1,14.8,1.2
2016,1,8813,0,0,0
2016,1,8816,0,4.8,0.6
2016,1,8818,0,0,0
2016,1,8821,0,0,0
2016,1,8824,0.1,7.3,0.6
2016,1,8825,0,0,0
2016,1,8829,0,0,0
2016,1,8831,0,0,0
2016,1,8838,0,0,0
2016,1,8843,0.1,20.1,1.6
2016,1,8845,0,0.6,0.1
2016,1,8852,0,0,0
2016,1,8856,0,0,0
2016,1,8862,0,0,0
2016,1,8870,0,7.2,0.6
2016,1,8873,0,7.9,1.2
2016,1,8879,0,0,0
2016,1,8899,0,0,0
2016,1,8900,0,0,0
2016,1,8906,0,0.8,0.1
2016,1,8908,0,0,0
2016,1,8914,0,0,0
2016,1,8915,0,0,0
2016,1,8931,0.4,56,3.8
2016,1,8932,0,0,0
2016,1,8936,0,0,0
2016,1,8943,0.1,25.4,2.1
2016,1,8946,0,0,0
2016,1,8954,0,0,0
2016,1,8955,0,0,0
2016,1,8962,0,0,0
2016,1,8981,0,0,0
2016,1,8986,0.1,18.7,1.5
2016,1,8990,0,0,0
2016,1,8994,0,0,0
2016,1,8999,0.3,54.7,4.1
2016,1,9002,0,0,0
2016,1,9006,0,0,0
2016,1,9014,0,2.6,0.4
2016,1,9017,0,0,0
2016,1,9018,0,0,0
2016,1,9030,0,0,0
2016,1,9035,0,0,0
2016,1,9036,0,0,0
2016,1,9047,0.1,13,1.7
2016,1,9051,0,0,0
2016,1,9065,0,0,0
2016,1,9066,0,0.7,0.1
2016,1,9070,0,0,0
2016,1,9075,0,0,0
2016,1,9079,0.2,28.5,2.2
2016,1,9080,0,0,0
2016,1,9086,0.1,19.2,1.4
2016,1,9092,0,5.8,0.8
2016,1,9107,0.1,18.6,1.8
2016,1,9121,0,0,0
2016,1,9128,0,0,0
2016,1,9140,0,0,0
2016,1,9156,0,0,0
2016,1,9167,0,0,0
2016,1,9169,0,0,0
2016,1,9171,0,0,0
2016,1,9173,0,2.9,0.3
2016,1,9176,0,0,0
2016,1,9180,0,0,0
2016,1,9184,0,0,0
2016,1,9185,0,0,0
2016,1,9187,0,2.7,0.5
2016,1,9189,0,0,0
2016,1,9191,0,0.3,0
2016,1,9205,0,6.6,1
2016,1,9207,0.2,25.9,2.2
2016,1,9228,0,0,0
2016,1,9230,0,0,0
2016,1,9243,0,0,0
2016,1,9244,0,6.6,1
2016,1,9248,0,2.6,0.1
2016,1,9268,0,0,0
2016,1,9277,0,0,0
2016,1,9286,0,0,0
2016,1,9292,0,0,0
2016,1,9295,0,9.3,1.1
2016,1,9300,0,0,0
2016,1,9302,0,0,0
2016,1,9303,0.1,4.2,0.6
2016,1,9320,0,0,0
2016,1,9328,0,0,0
2016,1,9375,0,1,0.2
2016,1,9389,0,0,0
2016,1,9400,0,0,0
2016,1,9434,0,0,0
2016,1,9435,0,0,0
2016,1,9437,0.6,82.3,5.5
2016,1,9440,0.2,41.7,3.2
2016,1,9443,0.1,17.5,2.2
2016,1,9447,0,0,0
2016,1,9448,0,14.9,2.1
2016,1,9453,0.2,29.2,2.3
2016,1,9459,0.1,25.2,1.8
2016,1,9462,0.3,44,3.4
2016,1,9469,0.1,23.5,3.2
2016,1,9470,0,0,0
2016,1,9473,0.2,23.9,1.6
2016,1,9474,0.3,38.9,3
2016,1,9487,0.1,15.3,2.1
2016,1,9488,0.2,17.5,1.9
2016,1,9501,0.4,32.3,2.8
2016,1,9502,0.4,53.7,3.7
2016,1,9503,0.2,23.3,1.9
2016,1,9506,0,8.4,1.2
2016,1,9508,0,0,0
2016,1,9509,0.2,31.2,2.5
2016,1,9510,0.1,26.6,3.2
2016,1,9518,0.4,30.3,2.6
2016,1,9519,0.2,28.7,3.2
2016,1,9520,0.2,36.3,2.7
2016,1,9522,0,0,0
2016,1,9525,0,0,0
2016,1,9527,0.1,8.8,0.8
2016,1,9528,0.1,11.4,1.3
2016,1,9536,0,0,0
2016,1,9538,0.2,32.2,3.1
2016,1,9539,0.1,21.7,2.7
2016,1,9540,0.1,25.4,2.2
2016,1,9541,0,2.4,0.3
2016,1,9550,0.3,9.1,0.8
2016,1,9556,0,0,0
2016,1,9558,0,0,0
2016,1,9559,0,3.6,0.5
2016,1,9565,0,0,0
2016,1,9571,0,0,0
2016,1,9572,0.1,14.8,1.4
2016,1,9576,0,0,0
2016,1,9579,0.3,49.4,4
2016,1,9580,0,0,0
2016,1,9582,0,0,0
2016,1,9588,0,0,0
2016,1,9589,0,0,0
2016,1,9590,0.2,14,1.6
2016,1,9592,0.1,17.6,1
2016,1,9593,0.3,28.6,2.9
2016,1,9595,0,0,0
2016,1,9601,0,3.7,0.5
2016,1,9604,0,0,0
2016,1,9606,0.1,13.6,1.2
2016,1,9607,0,0,0
2016,1,9608,0,3.2,0.3
2016,1,9617,0,2.3,0.2
2016,1,9619,0,1.2,0.1
2016,1,9620,0,0.9,0.1
2016,1,9627,0,2.3,0.1
2016,1,9628,0,1.3,0.2
2016,1,9631,0,5.4,0.5
2016,1,9635,0.1,14.3,1.4
2016,1,9637,0,0,0
2016,1,9639,0,3,0.3
2016,1,9646,0,0,0
2016,1,9653,0,0,0
2016,1,9654,0,0,0
2016,1,9662,0,0,0
2016,1,9663,0,0.6,0.1
2016,1,9664,0,0,0
2016,1,9666,0,0,0
2016,1,9667,0,0,0
2016,1,9668,0,0,0
2016,1,9671,0,0,0
2016,1,9678,0,2.7,0.5
2016,1,9679,0,0,0
2016,1,9683,0,0,0
2016,1,9687,0,0,0
2016,1,9689,0,0,0
2016,1,9690,0,0,0
2016,1,9691,0,0,0
2016,1,9692,0,0,0
2016,1,9696,0,0,0
2016,1,9697,0,0,0
2016,1,9700,0.1,8.1,0.7
2016,1,9715,0,0,0
2016,1,9717,0,0,0
2016,1,9731,0,0,0
2016,1,9741,0,0,0
2016,1,9756,0,0,0
2016,1,9761,0,0,0
2016,1,9775,0,0,0
2016,1,9778,0,0,0
2016,1,9780,0,0,0
2016,1,9783,0,0,0
2016,1,9786,0,0,0
2016,1,9793,0,3.8,0.3
2016,1,9802,0,0.4,0.1
2016,1,9806,0,0,0
2016,1,9807,0,0,0
2016,1,9814,0,0,0
2016,1,9816,0,0,0
2016,1,9827,0,0,0
2016,1,9828,0,0,0
2016,1,9839,0,0,0
2016,1,9840,0,0,0
2016,1,9842,0,0,0
2016,1,9843,0,0,0
2016,1,9851,0,0,0
2016,1,9853,0,0,0
2016,1,9859,0,0,0
2016,1,9864,0,0,0
2016,1,9878,0.2,38.9,2.9
2016,1,9883,0,0,0
2016,1,9884,0,0,0
2016,1,9885,0,0,0
2016,1,9889,0,0,0
2016,1,9896,0,0,0
2016,1,9897,0,0,0
2016,1,9899,0,0,0
2016,1,9902,0,3.2,0.4
2016,1,9909,0,0,0
2016,1,9914,0,7.9,0.7
2016,1,9915,0,0,0
2016,1,9922,0,0,0
2016,1,9927,0,0,0
2016,1,9942,0,0,0
2016,1,9950,0,0,0
2016,1,9957,0,0,0
2016,1,9960,0,0,0
2016,1,9964,0,0,0
2016,1,9971,0,0,0
2016,1,9972,0,0,0
2016,1,9980,0,0,0
2016,1,9981,0,0,0
2016,1,9993,0,6.3,1
2016,1,9996,0,0.9,0.1
2016,1,10008,0,0,0
2016,1,10009,0,0,0
2016,1,10018,0,0,0
2016,1,10020,0,0,0
2016,1,10028,0,0,0
2016,1,10031,0,0,0
2016,1,10034,0,0,0
2016,1,10038,0,0,0
2016,1,10043,0,0,0
2016,1,10058,0,0,0
2016,1,10062,0,0,0
2016,1,10067,0,0,0
2016,1,10070,0.2,25.4,2.5
2016,1,10072,0,0,0
2016,1,10073,0,0,0
2016,1,10074,0,0,0
2016,1,10075,0.1,17.1,1.7
2016,1,10078,0,0,0
2016,1,10085,0,0,0
2016,1,10087,0,0,0
2016,1,10096,0,0,0
2016,1,10112,0,0,0
2016,1,10115,0,0.8,0.1
2016,1,10128,0,0,0
2016,1,10133,0,0,0
2016,1,10135,0,0,0
2016,1,10136,0,0,0
2016,1,10141,0,0,0
2016,1,10144,0,0,0
2016,1,10146,0,0,0
2016,1,10147,0,0,0
2016,1,10154,0.1,15.7,1.2
2016,1,10160,0,0,0
2016,1,10164,0,0,0
2016,1,10171,0,0,0
2016,1,10193,0,0,0
2016,1,10195,0,0,0
2016,1,10207,0,0,0
2016,1,10211,0,0,0
2016,1,10253,0,0,0
2016,1,10269,0,0,0
2016,1,10278,0,0,0
2016,1,10284,0,0,0
2016,1,10290,0,0,0
2016,1,10292,0,0,0
2016,1,10303,0,0,0
2016,1,10309,0,0,0
2016,1,10310,0,0,0
2016,1,10320,0,0,0
2016,1,10347,0,0,0
2016,1,10352,0,0,0
2016,1,10353,0,0,0
2016,1,10635,0,0,0
2016,1,10636,0,0,0
2016,1,10638,0.1,23.7,2.9
2016,1,10649,0.3,54.3,4.2
2016,1,10655,0.3,44.9,3.1
2016,1,10656,0.1,23.4,1.9
2016,1,10657,0.2,34.9,2.7
2016,1,10660,0,0,0
2016,1,10669,0.1,15.8,1.4
2016,1,10674,0.3,48.9,3.9
2016,1,10679,0,10.7,1.2
2016,1,10681,0.3,41.5,3.1
2016,1,10685,0,0,0
2016,1,10689,0.2,36.9,3
2016,1,10693,0,0,0
2016,1,10707,0,5.6,0.8
2016,1,10715,0.1,13.1,1.3
2016,1,10719,0.2,28.6,2.3
2016,1,10720,0.1,20.2,1.6
2016,1,10724,0.1,12.4,1.5
2016,1,10725,0,0,0
2016,1,10727,0,0,0
2016,1,10728,0,0,0
2016,1,10734,0,0,0
2016,1,10741,0.1,9.1,0.6
2016,1,10744,0.1,14.4,1.4
2016,1,10746,0.1,12.8,1
2016,1,10748,0,6.5,0.5
2016,1,10751,0,0,0
2016,1,10753,0,7.1,0.9
2016,1,10760,0,3.7,0.3
2016,1,10768,0,0,0
2016,1,10769,0,0,0
2016,1,10770,0,9.3,1.3
2016,1,10772,0,2.3,0.2
2016,1,10773,0,0,0
2016,1,10774,0.2,46.3,3.6
2016,1,10777,0.1,14.9,1.8
2016,1,10783,0,0,0
2016,1,10784,0,5.3,0.7
2016,1,10787,0,3,0.4
2016,1,10788,0,0,0
2016,1,10790,0,0,0
2016,1,10796,0,0,0
2016,1,10797,0,0,0
2016,1,10799,0,5.6,0.4
2016,1,10805,0,0,0
2016,1,10806,0.1,13.1,1
2016,1,10810,0,1,0.2
2016,1,10811,0,6.1,0.7
2016,1,10814,0,0,0
2016,1,10816,0,0,0
2016,1,10818,0,5.4,0.6
2016,1,10820,0.1,7.3,0.7
2016,1,10821,0,0,0
2016,1,10822,0,0,0
2016,1,10825,0,0,0
2016,1,10826,0,0,0
2016,1,10831,0,0,0
2016,1,10832,0,0.5,0.1
2016,1,10833,0,0,0
2016,1,10835,0,0,0
2016,1,10840,0,9.1,0.7
2016,1,10841,0,0,0
2016,1,10845,0,0.9,0.1
2016,1,10847,0,7.4,0.7
2016,1,10850,0,0,0
2016,1,10851,0,0,0
2016,1,10857,0,0,0
2016,1,10859,0,0,0
2016,1,10863,0,0,0
2016,1,10864,0,0,0
2016,1,10865,0,0,0
2016,1,10870,0,1.9,0.3
2016,1,10871,0,0,0
2016,1,10872,0,0,0
2016,1,10875,0,0,0
2016,1,10876,0,0,0
2016,1,10877,0,0,0
2016,1,10881,0,0,0
2016,1,10886,0,0,0
2016,1,10892,0,0,0
2016,1,10893,0,0,0
2016,1,10896,0,0,0
2016,1,10900,0,0,0
2016,1,10904,0,0,0
2016,1,10907,0,4.9,0.6
2016,1,10910,0,0,0
2016,1,10913,0,0,0
2016,1,10917,0,0,0
2016,1,10918,0,0,0
2016,1,10921,0,0,0
2016,1,10925,0,0,0
2016,1,10927,0,0,0
2016,1,10929,0,0,0
2016,1,10931,0,0,0
2016,1,10933,0,0,0
2016,1,10945,0,0,0
2016,1,10950,0,0,0
2016,1,10951,0,0,0
2016,1,10960,0,0,0
2016,1,10966,0,4.6,0.6
2016,1,10977,0,0,0
2016,1,10980,0,0,0
2016,1,10982,0,0.2,0
2016,1,10984,0,0,0
2016,1,10985,0,0,0
2016,1,10986,0,0,0
2016,1,10988,0,1.3,0.2
2016,1,10991,0,0,0
2016,1,10993,0,0,0
